positionName,workYear,education,jobNature,financeStage,industryField,companyShortName,companyFullName,city,salary,district,createTime,positionLables,companySize,firstType,secondType,isSchoolJob
PHP/Python开发工程师,1-3年,本科,全职,上市公司,文化娱乐,多牛传媒,北京多牛互动传媒股份有限公司,北京,10k-15k,海淀区,2018-07-16 17:09:16,"['广告营销', 'MySQL', '后端']",150-500人,开发/测试/运维类,后端开发,0
python开发工程师,1-3年,本科,全职,C轮,移动互联网,APUS Group,北京麒麟合盛科技有限公司,北京,15k-25k,朝阳区,2018-07-03 10:03:07,"['云计算', '大数据', 'Java', 'MySQL']",150-500人,开发/测试/运维类,后端开发,0
python后端开发工程师,1-3年,本科,全职,天使轮,"移动互联网,社交网络",江山如画网络科技,北京江山如画网路科技有限责任公司,北京,10k-18k,海淀区,2018-07-19 14:47:24,"['web', '服务器端', 'php', 'Java']",少于15人,开发/测试/运维类,后端开发,0
PHP/Python数据平台开发,1-3年,本科,全职,C轮,O2O,瓜子二手车直卖网,车好多旧机动车经纪(北京)有限公司,北京,15k-30k,,2018-07-19 10:29:21,['汽车'],2000人以上,技术,后端开发,0
爬虫工程师,1-3年,本科,全职,A轮,"移动互联网,金融",罗马金服,北京罗马金服科技有限公司,北京,15k-25k,丰台区,2018-07-19 09:23:09,"['高级', '数据挖掘', 'python']",15-50人,开发/测试/运维类,数据开发,0
Python,1-3年,本科,全职,B轮,"移动互联网,企业服务",数盟网络,北京数字联盟网络科技有限公司,北京,15k-20k,海淀区,2018-07-10 10:30:55,[],50-150人,开发/测试/运维类,后端开发,0
python课程助教,1-3年,本科,全职,D轮及以上,"移动互联网,教育",猿辅导,北京粉笔未来科技有限公司,北京,6k-12k,朝阳区,2018-07-17 10:38:16,"['教育', '培训', '测试']",500-2000人,其他,教育|培训,0
爬虫工程师,1-3年,本科,全职,B轮,"移动互联网,O2O",斗米,北京斗米优聘科技发展有限公司,北京,16k-25k,海淀区,2018-07-18 10:32:13,"['Python', 'Java']",500-2000人,开发/测试/运维类,后端开发,0
Python,1年以下,本科,全职,C轮,"医疗健康,数据服务",LinkDoc,零氪信息技术（北京）有限公司,北京,13k-20k,海淀区,2018-07-18 11:36:35,"['大数据', '数据挖掘', '算法']",150-500人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,A轮,"信息安全,数据服务",Flow++,北京知多星科技有限公司,北京,10k-20k,海淀区,2018-07-18 08:30:34,"['MySQL', '后端']",15-50人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,不需要融资,金融、移动互联网,信达悦和,信达悦和资产管理（北京）有限公司,北京,10k-20k,海淀区,2018-07-18 06:28:48,"['高级', '中级', '后端开发', '架构师', '全栈']",50-150人,开发/测试/运维类,后端开发,0
python开发工程师,1-3年,本科,全职,天使轮,"移动互联网,游戏",悠扬互动,北京悠扬互动科技有限公司,北京,13k-20k,朝阳区,2018-07-16 10:47:48,['移动互联网'],50-150人,开发/测试/运维类,后端开发,0
Python高级研发工程师,1-3年,本科,全职,C轮,"移动互联网,O2O",更美APP,北京完美创意科技有限公司,北京,20k-40k,朝阳区,2018-06-29 18:08:43,"['后端开发', 'Java', '分布式']",150-500人,开发/测试/运维类,后端开发,0
Python server端工程师,1-3年,本科,全职,不需要融资,移动互联网,币信,北京势在必行网络科技有限公司,北京,20k-40k,海淀区,2018-07-19 10:38:52,[],50-150人,开发/测试/运维类,后端开发,0
Python工程师-赴微软小冰,1-3年,本科,全职,不需要融资,"移动互联网,电子商务",微创,上海微创软件股份有限公司北京分公司,北京,8k-10k,海淀区,2018-07-17 15:20:42,['人工智能'],2000人以上,开发/测试/运维类,后端开发,0
Python软件开发工程师,1-3年,本科,全职,上市公司,移动互联网,中创信测,北京中创信测科技股份有限公司,北京,12k-20k,海淀区,2018-07-12 14:32:40,"['linux', 'django']",500-2000人,开发/测试/运维类,后端开发,0
Python系统开发工程师,1-3年,本科,全职,B轮,"金融,数据服务",聚宽 JoinQuant,北京小龙虾科技有限公司,北京,15k-30k,朝阳区,2018-07-16 17:23:16,"['金融', '信息安全', 'php', 'Java', 'docker']",50-150人,开发/测试/运维类,后端开发,0
python开发工程师,1-3年,本科,全职,天使轮,"移动互联网,社交网络",江山如画网络科技,北京江山如画网路科技有限责任公司,北京,8k-16k,海淀区,2018-07-19 14:47:24,"['云计算', 'web', '服务器端', 'php', 'MySQL']",少于15人,开发/测试/运维类,后端开发,0
python开发工程师,1-3年,本科,全职,天使轮,"企业服务,数据服务",深极智能,北京深极智能科技有限公司,北京,15k-30k,海淀区,2018-07-10 10:01:23,"['游戏', 'php', 'Java']",少于15人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,A轮,企业服务,蓝沧科技,北京蓝沧科技有限公司,北京,10k-20k,朝阳区,2018-07-06 14:01:58,"['云计算', 'OpenStack']",50-150人,开发/测试/运维类,后端开发,0
高级爬虫工程师,1-3年,本科,全职,上市公司,移动互联网,新浪微博,微梦创科网络科技（中国）有限公司,北京,15k-30k,海淀区,2018-07-19 10:21:52,"['后端开发', 'Java', 'PHP', 'Python']",2000人以上,开发/测试/运维类,后端开发,0
Python/Golang开发工程师,1-3年,本科,全职,B轮,移动互联网,Yi+,北京陌上花科技有限公司,北京,20k-40k,海淀区,2018-07-19 14:53:20,"['高级', '中级', 'linux']",50-150人,开发/测试/运维类,后端开发,0
Python工程师-服务器端,1-3年,本科,全职,B轮,旅游,Weego Travel,非凡维格（北京）信息科技有限公司,北京,15k-30k,朝阳区,2018-07-18 19:09:14,"['信息安全', 'node.js', 'php', 'web']",50-150人,开发/测试/运维类,后端开发,0
python,1-3年,本科,全职,天使轮,"移动互联网,金融",金链,北京金链网信息技术有限公司,北京,12k-18k,朝阳区,2018-07-18 15:46:15,[],15-50人,开发|测试|运维类,后端开发,0
Python数据工程师,1-3年,本科,全职,D轮及以上,"移动互联网,金融",闪银奇异,北京闪银奇异科技有限公司,北京,15k-30k,朝阳区,2018-07-16 18:00:13,"['大数据', '数据分析', '数据开发']",500-2000人,开发/测试/运维类,后端开发,0
python软件开发工程师,1-3年,本科,全职,A轮,移动互联网 企业服务,mioto喵图,北京东方畅享科技有限公司,北京,15k-30k,海淀区,2018-07-16 15:13:30,"['高级', '二次开发']",15-50人,开发/测试/运维类,软件开发,0
Python开发工程师,1-3年,本科,全职,未融资,"移动互联网,电子商务",SURVEY,北京视维腾越科技有限公司,北京,15k-30k,海淀区,2018-07-16 11:17:48,"['后端开发', '全栈', 'php', 'Java', '架构师']",150-500人,开发/测试/运维类,后端开发,0
python后端中级工程师,1-3年,本科,全职,未融资,移动互联网,创新工场AI工程院,创新工场（北京）企业管理股份有限公司,北京,15k-30k,海淀区,2018-07-12 13:56:51,"['架构师', 'node.js', 'golang', 'django']",50-150人,开发/测试/运维类,后端开发,0
高级爬虫开发工程师,1年以下,本科,全职,B轮,旅游,妙计旅行,北京汇行科技有限公司,北京,15k-25k,东城区,2018-07-17 11:11:13,"['Python', '大数据', '算法']",150-500人,开发/测试/运维类,后端开发,0
狐友Python开发工程师,1-3年,本科,全职,上市公司,"移动互联网,广告营销",搜狐集团,北京搜狐新媒体信息技术有限公司,北京,20k-35k,海淀区,2018-07-16 16:24:59,[],2000人以上,开发|测试|运维类,后端开发,0
Python 后台工程师,1年以下,本科,全职,天使轮,"医疗健康,硬件",恒爱高科,恒爱高科（北京）科技有限公司,北京,5k-10k,海淀区,2018-07-05 10:39:13,"['后端开发', 'Java', '服务器端', 'Node.js', 'MySQL']",15-50人,开发/测试/运维类,后端开发,0
编程讲师（python系统班）,1-3年,本科,全职,D轮及以上,"移动互联网,教育",猿辅导,北京粉笔未来科技有限公司,北京,15k-20k,朝阳区,2018-07-17 10:38:04,"['教育', '培训', '在线视频']",500-2000人,其他,教育|培训,0
Python开发工程师-社交产品中心,1-3年,本科,全职,上市公司,"移动互联网,广告营销",搜狐集团,北京搜狐新媒体信息技术有限公司,北京,15k-25k,海淀区,2018-07-03 11:47:48,[],2000人以上,开发/测试/运维类,后端开发,0
python研发实习,1年以下,本科,全职,A轮,"移动互联网,电子商务",美秒科技,北京美秒科技有限公司,北京,5k-7k,海淀区,2018-06-22 12:11:37,"['初级', 'php', 'Java']",15-50人,开发/测试/运维类,数据开发,0
爬虫工程师,1-3年,本科,全职,上市公司,"社交网络,金融",人人网,北京千橡网景科技发展有限公司,北京,9k-18k,朝阳区,2018-07-16 12:17:23,"['中级', '反作弊', 'Java', 'python']",2000人以上,开发/测试/运维类,数据开发,0
Python后端开发工程师,1-3年,本科,全职,不需要融资,"移动互联网,O2O",哗啦啦,北京多来点信息技术有限公司,北京,15k-25k,西城区,2018-07-18 18:17:16,"['云计算', '本地生活', 'php', 'Java', 'OpenStack']",500-2000人,开发/测试/运维类,后端开发,0
Python,1-3年,本科,全职,C轮,"移动互联网,数据服务",PICA8,北京品科技术有限公司,北京,12k-24k,海淀区,2018-07-09 11:05:27,[],50-150人,开发/测试/运维类,后端开发,0
Python工程师,1-3年,本科,全职,天使轮,"硬件,移动互联网",企鹅创新,企鹅创新（北京）科技有限公司,北京,25k-35k,朝阳区,2018-07-18 10:12:47,"['资深', 'node.js', 'Java']",15-50人,开发|测试|运维类,后端开发,0
python开发工程师-赴微软,1-3年,本科,全职,不需要融资,"移动互联网,电子商务",微创,上海微创软件股份有限公司北京分公司,北京,10k-15k,海淀区,2018-07-17 15:20:41,"['php', 'Java']",2000人以上,开发/测试/运维类,后端开发,0
Python后端工程师,1-3年,本科,全职,天使轮,"O2O,生活服务",三加科技,北京三加科技有限公司,北京,20k-25k,海淀区,2018-07-05 14:43:38,"['信息安全', '高级', '中级', '服务器端', '运维']",少于15人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,A轮,"金融,医疗健康",易美健,易思互动（北京）科技有限公司,北京,10k-20k,海淀区,2018-07-10 17:20:33,"['中级', '后端开发', 'MySQL', 'redis', 'django']",50-150人,开发/测试/运维类,后端开发,0
Python工程师,1-3年,本科,全职,C轮,"医疗健康,数据服务",LinkDoc,零氪信息技术（北京）有限公司,北京,15k-30k,海淀区,2018-07-18 11:36:39,['医疗健康'],150-500人,开发/测试/运维类,后端开发,0
python后端开发工程师,1-3年,本科,全职,D轮及以上,"移动互联网,教育",一起科技,上海一起作业信息科技有限公司,北京,20k-40k,朝阳区,2018-07-11 17:05:40,[],500-2000人,开发/测试/运维类,后端开发,0
Python研发工程师,1-3年,本科,全职,A轮,"移动互联网,数据服务",CloudIn,北京云英传奇技术有限公司,北京,15k-30k,朝阳区,2018-06-27 14:24:06,"['web前端', '大数据', 'django']",50-150人,开发/测试/运维类,前端开发/移动开发,0
高级讲师（Python 系统班）,1-3年,本科,全职,D轮及以上,"移动互联网,教育",猿辅导,北京粉笔未来科技有限公司,北京,15k-25k,朝阳区,2018-07-17 10:38:36,"['教育', '培训', '在线', '音视频']",500-2000人,其他,教育|培训,0
Python量化工程师,1-3年,本科,全职,A轮,"移动互联网,金融",零点智能,北京零点智能科技有限公司,北京,12k-24k,海淀区,2018-06-25 15:00:06,"['数据分析', '区块链', '量化交易', '数字货币']",少于15人,开发/测试/运维类,数据开发,0
游戏研发工程师 （Python）（初级）,1-3年,本科,全职,上市公司,"移动互联网,游戏",凯奇谷,北京凯奇谷信息技术股份有限公司,北京,6k-8k,朝阳区,2018-07-19 09:43:06,['游戏'],150-500人,技术,后端开发,0
爬虫工程师,1-3年,本科,全职,D轮及以上,"移动互联网,文化娱乐",一下科技,炫一下（北京）科技有限公司,北京,20k-35k,朝阳区,2018-07-18 12:01:34,"['Python', '大数据', '数据分析']",500-2000人,开发/测试/运维类,后端开发,0
python工程师,1-3年,本科,全职,A轮,"硬件,企业服务",Swie,Swissmic SA,北京,10k-20k,海淀区,2018-07-18 16:35:26,"['硬件制造', '测试', '算法', '智能']",15-50人,开发|测试|运维类,后端开发,0
爬虫开发工程师,1-3年,本科,全职,不需要融资,"移动互联网,金融",中诚信征信,中诚信征信有限公司,北京,10k-20k,东城区,2018-07-18 13:59:37,"['Java', 'python', '页面反爬']",150-500人,开发/测试/运维类,后端开发,0
Python量化工程师,1-3年,本科,全职,不需要融资,移动互联网 金融,本征资本（EigenCapital）,本征投资（海南）有限公司,北京,13k-26k,海淀区,2018-07-08 12:30:09,"['金融', 'Java']",15-50人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,D轮及以上,"移动互联网,金融",闪银奇异,北京闪银奇异科技有限公司,北京,15k-25k,朝阳区,2018-07-10 19:40:52,[],500-2000人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,B轮,移动互联网,助理来也,北京来也网络科技有限公司,北京,15k-30k,海淀区,2018-07-16 11:59:00,"['后端开发', '服务器端']",50-150人,开发/测试/运维类,后端开发,0
Python开发,1-3年,本科,全职,不需要融资,"移动互联网,游戏",北京智胜新格科技有限公司,北京智胜新格科技有限公司,北京,15k-30k,海淀区,2018-07-16 10:51:59,"['移动互联网', '游戏', 'php', 'django']",50-150人,开发/测试/运维类,后端开发,0
Python培训讲师,1-3年,本科,全职,未融资,"移动互联网,教育",北京浩泰思特,北京浩泰思特科技有限公司,北京,10k-15k,海淀区,2018-06-20 10:00:32,"['金融', '大数据']",15-50人,开发/测试/运维类,后端开发,0
python、人工智能讲师,1-3年,本科,全职,天使轮,教育,大讲台,北京大讲台科技有限公司,北京,6k-12k,海淀区,2018-07-17 10:27:11,"['数据分析', '算法', '机器学习']",15-50人,开发/测试/运维类,数据开发,0
爬虫开发工程师,1-3年,本科,全职,A轮,"企业服务,数据服务",泽泰征信,天合泽泰（厦门）征信服务有限公司,北京,10k-15k,朝阳区,2018-07-19 15:20:43,"['视频', '软件开发', '算法', 'python']",15-50人,开发/测试/运维类,软件开发,0
爬虫工程师,1-3年,本科,全职,A轮,数据服务,天眼查,北京金堤科技有限公司,北京,8k-15k,海淀区,2018-07-18 09:24:34,"['信息安全', 'Java', 'web', 'python']",50-150人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,C轮,金融,玖富集团,玖富金科控股集团有限责任公司,北京,12k-20k,朝阳区,2018-07-16 19:08:01,"['大数据', '人工智能', '爬虫']",2000人以上,开发/测试/运维类,后端开发,0
Python后台开发,1-3年,本科,全职,B轮,"企业服务,医疗健康",晶泰科技,深圳晶泰科技有限公司,北京,10k-18k,海淀区,2018-07-16 15:53:32,"['信息安全', '大数据', 'php', 'Java']",50-150人,开发/测试/运维类,后端开发,0
Python工程师,1-3年,本科,全职,A轮,"移动互联网,生活服务",彩彻区明科技,北京彩彻区明科技有限公司,北京,14k-28k,海淀区,2018-07-17 15:43:26,[],15-50人,开发|测试|运维类,后端开发,0
爬虫工程师,1-3年,本科,全职,A轮,"移动互联网,游戏",手机小游戏,乐游（北京）科技有限公司,北京,8k-10k,海淀区,2018-07-10 12:00:11,"['游戏', 'python', '搜索']",15-50人,开发/测试/运维类,前端开发/移动开发,0
web端Python开发工程师,1-3年,本科,全职,D轮及以上,"移动互联网,金融",闪银奇异,北京闪银奇异科技有限公司,北京,15k-30k,朝阳区,2018-07-18 11:02:31,"['总监', '资深', '高级', '后端开发', '服务器端']",500-2000人,开发/测试/运维类,后端开发,0
Python/Ruby,1-3年,本科,全职,不需要融资,"企业服务,金融",石云科技,北京石云科技有限公司,北京,15k-30k,海淀区,2018-07-06 18:20:52,"['高级', '中级', '初级', '后端开发', 'Java']",50-150人,开发/测试/运维类,后端开发,0
高级Python工程师,1-3年,本科,全职,A轮,移动互联网,天桐互动,北京天桐互动信息技术有限公司,北京,25k-35k,朝阳区,2018-07-10 17:18:36,"['云计算', '资深', '后端开发']",15-50人,开发/测试/运维类,后端开发,0
爬虫工程师,1-3年,本科,全职,A轮,"移动互联网,游戏",乐天游戏,乐天时代（北京）科技有限公司,北京,8k-10k,海淀区,2018-07-16 11:10:56,"['游戏', 'python', '搜索']",15-50人,开发/测试/运维类,前端开发/移动开发,0
产品工程师-Python,1-3年,本科,全职,A轮,文化娱乐,豆瓣阅读,北京方舟阅读科技有限公司,北京,15k-30k,朝阳区,2018-07-09 14:42:28,"['云计算', '后端开发', 'Java', 'web']",50-150人,开发/测试/运维类,后端开发,0
Python工程师,1-3年,本科,全职,不需要融资,"企业服务,数据服务",LEANIOT,北京华夏亨元科技有限公司,北京,10k-20k,朝阳区,2018-07-11 15:04:06,"['Java', 'Ruby']",50-150人,开发/测试/运维类,后端开发,0
爬虫开发工程师,1-3年,本科,全职,不需要融资,教育,中外翻译,北京中外翻译咨询有限公司,北京,10k-20k,西城区,2018-07-19 10:46:10,"['数据分析', '数据挖掘', 'Java', 'python']",50-150人,开发/测试/运维类,数据开发,0
python,1-3年,本科,全职,天使轮,教育 移动互联网,华罗庚网校,清北华数教育科技（北京）有限公司,北京,16K-20K,海淀区,2018-07-18 10:09:34,[],15-50人,开发|测试|运维类,后端开发,0
Python开发,1-3年,本科,全职,不需要融资,"广告营销,文化娱乐",致趣广告,上海致趣广告有限公司,北京,8k-15k,朝阳区,2018-07-09 10:14:19,"['广告营销', '后端开发', '架构师', '数据分析', 'Shell']",50-150人,开发/测试/运维类,后端开发,0
爬虫工程师,1-3年,本科,全职,C轮,"移动互联网,教育",作业盒子,北京作业盒子科技有限公司,北京,15K-30K,朝阳区,2018-07-18 19:07:29,"['中级', 'Python']",500-2000人,开发/测试/运维类,后端开发,0
爬虫工程师（北京）,1-3年,本科,全职,D轮及以上,"移动互联网,社交网络",Bigo,广州市百果园网络科技有限公司,北京,20k-40k,海淀区,2018-07-12 22:27:19,[],500-2000人,开发|测试|运维类,后端开发,0
后端工程师（Python）,1-3年,本科,全职,上市公司,"移动互联网,教育",好未来,北京世纪好未来教育科技有限公司,北京,17k-25k,海淀区,2018-07-02 18:39:39,"['php', 'Java', '分布式']",2000人以上,开发/测试/运维类,后端开发,0
Python工程师,1-3年,本科,全职,A轮,"移动互联网,硬件",猎户星空,北京猎户星空科技有限公司,北京,15k-30k,朝阳区,2018-07-10 19:55:25,"['人工智能', '算法', '机器学习']",500-2000人,开发/测试/运维类,后端开发,0
教材编辑（Python）J10585,1-3年,本科,全职,C轮,教育,传智播客,北京传智播客教育科技有限公司,北京,10k-15k,昌平区,2018-07-18 10:37:08,"['中级', '数据分析']",500-2000人,开发/测试/运维类,数据开发,0
Python开发工程师,1-3年,本科,全职,未融资,"医疗健康,移动互联网",北京神黄科技股份有限公司,北京神黄科技有限公司,北京,15k-30k,东城区,2018-07-17 18:54:57,['golang'],50-150人,技术,后端开发,0
Python/PHP/JS/HTML5 全栈全站工,1-3年,本科,全职,未融资,"企业服务,数据服务",易商迅达,北京易商迅达科技有限公司,北京,8k-15k,海淀区,2018-07-11 16:32:54,"['软件开发', 'web']",15-50人,开发/测试/运维类,软件开发,0
Python工程师,1-3年,本科,全职,D轮及以上,"旅游,电子商务",同程艺龙,同程网络科技股份有限公司,北京,15k-25k,朝阳区,2018-07-06 09:19:18,"['php', 'MySQL']",2000人以上,开发/测试/运维类,后端开发,0
python开发工程师,1-3年,本科,全职,A轮,"移动互联网,硬件",猎户星空,北京猎户星空科技有限公司,北京,15k-30k,朝阳区,2018-07-19 10:11:47,"['算法', '机器学习']",500-2000人,开发/测试/运维类,后端开发,0
Python开发工程师(风控开发方向),1-3年,本科,全职,上市公司,社交网络,陌陌,北京陌陌科技有限公司,北京,20k-40k,朝阳区,2018-07-17 11:23:53,"['信息安全', 'Java']",500-2000人,开发/测试/运维类,后端开发,0
Python 研发工程师,1-3年,本科,全职,天使轮,"金融,数据服务",感易智能,北京感易智能科技有限公司,北京,15K-25K,海淀区,2018-07-19 10:55:47,"['数据挖掘', 'Java', '后端开发', '分布式']",15-50人,开发/测试/运维类,后端开发,0
爬虫实习生,1年以下,本科,全职,C轮,广告营销,微播易,北京微播易科技股份有限公司,北京,3k-4k,朝阳区,2018-07-18 19:52:05,"['Python', '数据分析']",150-500人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,未融资,"企业服务,数据服务",溪流科技,溪流科技（北京）有限公司,北京,10k-20k,朝阳区,2018-07-16 09:41:14,"['后端开发', '后端', '服务器端', '全栈', 'php']",少于15人,开发|测试|运维类,后端开发,0
中级Python WEB工程师（SAAS方向）,1-3年,本科,全职,A轮,"金融,医疗健康",易美健,易思互动（北京）科技有限公司,北京,15k-25k,海淀区,2018-07-12 16:31:26,[],50-150人,开发/测试/运维类,后端开发,0
大数据爬虫工程师,1-3年,本科,全职,A轮,"广告营销,数据服务",三点一刻,北京三点一刻科技有限公司,北京,15k-30k,朝阳区,2018-06-20 19:13:30,"['数据挖掘', '机器学习', 'NLP', 'Java', '数据库']",50-150人,开发/测试/运维类,数据开发,0
python工程师(北京),1-3年,本科,全职,B轮,移动互联网,码隆科技,深圳码隆科技有限公司,北京,15k-25k,海淀区,2018-07-11 09:34:24,['软件开发'],50-150人,开发/测试/运维类,软件开发,0
Python后端工程师,1-3年,本科,全职,未融资,"游戏,其他",第五态,北京第五态科技有限公司,北京,10k-15k,海淀区,2018-07-15 17:30:46,"['php', 'Java']",少于15人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,本科,全职,D轮及以上,"移动互联网,教育",一起科技,上海一起作业信息科技有限公司,北京,15k-30k,朝阳区,2018-07-11 17:05:41,"['教育', 'django']",500-2000人,开发/测试/运维类,后端开发,0
